Date,Block,Plot,Species,%cover ,,,,
20-Jul-14,2,1,Lespedeza_capitata,5,,,,Block Legend
20-Jul-14,2,1,Bouteloua_curtipendula,2,,,,1=12mi Prairie Species
20-Jul-14,2,1,Euphorbia_corollata,6,,,,2= Fults
20-Jul-14,2,1,Hypericum_ellipticum_sphaerocarpum,5,,,,3= Tamaroa 
20-Jul-14,2,1,Rhus_copallina,0,,,,
20-Jul-14,2,1,Ulmus_americana,5,,,,
20-Jul-14,2,1,Rudbeckia_missouriensis_fulgida,5,,,,
20-Jul-14,2,1,Sorghastrum_nutans,40,,,,
20-Jul-14,2,1,Andropogon_gerardii,25,,,,
20-Jul-14,2,1,Ruellia_humilis,5,,,,
20-Jul-14,2,1,Echinacea_pallida,2,,,,
20-Jul-14,2,1,Panicum_virgatum,1,,,,
20-Jul-14,2,1,Schizachyrium_scoparium,5,,,,
20-Jul-14,2,1,Symphyotrichum_patens,2,,,,
20-Jul-14,2,1,Cornus_drummondii,0,,,,
20-Jul-14,2,1,Lespedeza_repens,0,,,,
20-Jul-14,2,1,Brickellia_eupatorioides,0,,,,
20-Jul-14,2,1,Solidago_speciosa,0,,,,
20-Jul-14,2,1,Carex_gravida,0,,,,
20-Jul-14,2,1,Dichanthelium_acuminatum ,0,,,,
20-Jul-14,2,1,Physalis_virginiana,0,,,,
20-Jul-14,2,1,Lespedeza_virginica,0,,,,
20-Jul-14,2,1,Stenaria_hedyotis_nigricans,0,,,,
20-Jul-14,2,1,Dalea_candida,0,,,,
20-Jul-14,2,1,Carya_glabra,0,,,,
20-Jul-14,2,1,Symphyotrichum_Aster_ericoides,0,,,,
20-Jul-14,2,1,Asclepias_hirtella,0,,,,
20-Jul-14,2,1,Helianthus_divaricatus,0,,,,
20-Jul-14,2,1,Chamaecrista_fasciculata_cassia_fasciculata,0,,,,
20-Jul-14,2,2,Lespedeza_capitata,0,,,,
20-Jul-14,2,2,Bouteloua_curtipendula,1,,,,
20-Jul-14,2,2,Euphorbia_corollata,0,,,,
20-Jul-14,2,2,Hypericum_ellipticum_sphaerocarpum,0,,,,
20-Jul-14,2,2,Rhus_copallina,0,,,,
20-Jul-14,2,2,Ulmus_americana,0,,,,
20-Jul-14,2,2,Rudbeckia_missouriensis_fulgida,1,,,,
20-Jul-14,2,2,Sorghastrum_nutans,35,,,,
20-Jul-14,2,2,Andropogon_gerardii,25,,,,
20-Jul-14,2,2,Ruellia_humilis,1,,,,
20-Jul-14,2,2,Echinacea_pallida,5,,,,
20-Jul-14,2,2,Panicum_virgatum,0,,,,
20-Jul-14,2,2,Schizachyrium_scoparium,5,,,,
20-Jul-14,2,2,Symphyotrichum_patens,1,,,,
20-Jul-14,2,2,Cornus_drummondii,0,,,,
20-Jul-14,2,2,Lespedeza_repens,0,,,,
20-Jul-14,2,2,Brickellia_eupatorioides,0,,,,
20-Jul-14,2,2,Solidago_speciosa,0,,,,
20-Jul-14,2,2,Carex_gravida,0,,,,
20-Jul-14,2,2,Dichanthelium_acuminatum ,0,,,,
20-Jul-14,2,2,Physalis_virginiana,0,,,,
20-Jul-14,2,2,Lespedeza_virginica,0,,,,
20-Jul-14,2,2,Stenaria_hedyotis_nigricans,0,,,,
20-Jul-14,2,2,Dalea_candida,0,,,,
20-Jul-14,2,2,Carya_glabra,0,,,,
20-Jul-14,2,2,Symphyotrichum_Aster_ericoides,0,,,,
20-Jul-14,2,2,Asclepias_hirtella,0,,,,
20-Jul-14,2,2,Helianthus_divaricatus,0,,,,
20-Jul-14,2,2,Chamaecrista_fasciculata_cassia_fasciculata,0,,,,
20-Jul-14,2,3,Lespedeza_capitata,0,,,,
20-Jul-14,2,3,Bouteloua_curtipendula,0,,,,
20-Jul-14,2,3,Euphorbia_corollata,0,,,,
20-Jul-14,2,3,Hypericum_ellipticum_sphaerocarpum,0,,,,
20-Jul-14,2,3,Rhus_copallina,0,,,,
20-Jul-14,2,3,Ulmus_americana,0,,,,
20-Jul-14,2,3,Rudbeckia_missouriensis_fulgida,1,,,,
20-Jul-14,2,3,Sorghastrum_nutans,35,,,,
20-Jul-14,2,3,Andropogon_gerardii,0,,,,
20-Jul-14,2,3,Ruellia_humilis,0,,,,
20-Jul-14,2,3,Echinacea_pallida,0,,,,
20-Jul-14,2,3,Panicum_virgatum,0,,,,
20-Jul-14,2,3,Schizachyrium_scoparium,0,,,,
20-Jul-14,2,3,Symphyotrichum_patens,0,,,,
20-Jul-14,2,3,Cornus_drummondii,10,,,,
20-Jul-14,2,3,Lespedeza_repens,2,,,,
20-Jul-14,2,3,Brickellia_eupatorioides,5,,,,
20-Jul-14,2,3,Solidago_speciosa,1,,,,
20-Jul-14,2,3,Carex_gravida,0,,,,
20-Jul-14,2,3,Dichanthelium_acuminatum ,0,,,,
20-Jul-14,2,3,Physalis_virginiana,0,,,,
20-Jul-14,2,3,Lespedeza_virginica,0,,,,
20-Jul-14,2,3,Stenaria_hedyotis_nigricans,0,,,,
20-Jul-14,2,3,Dalea_candida,0,,,,
20-Jul-14,2,3,Carya_glabra,0,,,,
20-Jul-14,2,3,Symphyotrichum_Aster_ericoides,0,,,,
20-Jul-14,2,3,Asclepias_hirtella,0,,,,
20-Jul-14,2,3,Helianthus_divaricatus,0,,,,
20-Jul-14,2,3,Chamaecrista_fasciculata_cassia_fasciculata,0,,,,
20-Jul-14,2,4,Lespedeza_capitata,5,,,,
20-Jul-14,2,4,Bouteloua_curtipendula,10,,,,
20-Jul-14,2,4,Euphorbia_corollata,2,,,,
20-Jul-14,2,4,Hypericum_ellipticum_sphaerocarpum,0,,,,
20-Jul-14,2,4,Rhus_copallina,0,,,,
20-Jul-14,2,4,Ulmus_americana,0,,,,
20-Jul-14,2,4,Rudbeckia_missouriensis_fulgida,0,,,,
20-Jul-14,2,4,Sorghastrum_nutans,50,,,,
20-Jul-14,2,4,Andropogon_gerardii,0,,,,
20-Jul-14,2,4,Ruellia_humilis,0,,,,
20-Jul-14,2,4,Echinacea_pallida,0,,,,
20-Jul-14,2,4,Panicum_virgatum,0,,,,
20-Jul-14,2,4,Schizachyrium_scoparium,5,,,,
20-Jul-14,2,4,Symphyotrichum_patens,5,,,,
20-Jul-14,2,4,Cornus_drummondii,0,,,,
20-Jul-14,2,4,Lespedeza_repens,0,,,,
20-Jul-14,2,4,Brickellia_eupatorioides,0,,,,
20-Jul-14,2,4,Solidago_speciosa,0,,,,
20-Jul-14,2,4,Carex_gravida,10,,,,
20-Jul-14,2,4,Dichanthelium_acuminatum ,1,,,,
20-Jul-14,2,4,Physalis_virginiana,0,,,,
20-Jul-14,2,4,Lespedeza_virginica,0,,,,
20-Jul-14,2,4,Stenaria_hedyotis_nigricans,0,,,,
20-Jul-14,2,4,Dalea_candida,0,,,,
20-Jul-14,2,4,Carya_glabra,0,,,,
20-Jul-14,2,4,Symphyotrichum_Aster_ericoides,0,,,,
20-Jul-14,2,4,Asclepias_hirtella,0,,,,
20-Jul-14,2,4,Helianthus_divaricatus,0,,,,
20-Jul-14,2,4,Chamaecrista_fasciculata_cassia_fasciculata,0,,,,
20-Jul-14,2,5,Lespedeza_capitata,0,,,,
20-Jul-14,2,5,Bouteloua_curtipendula,0,,,,
20-Jul-14,2,5,Euphorbia_corollata,2,,,,
20-Jul-14,2,5,Hypericum_ellipticum_sphaerocarpum,0,,,,
20-Jul-14,2,5,Rhus_copallina,0,,,,
20-Jul-14,2,5,Ulmus_americana,0,,,,
20-Jul-14,2,5,Rudbeckia_missouriensis_fulgida,1,,,,
20-Jul-14,2,5,Sorghastrum_nutans,45,,,,
20-Jul-14,2,5,Andropogon_gerardii,5,,,,
20-Jul-14,2,5,Ruellia_humilis,5,,,,
20-Jul-14,2,5,Echinacea_pallida,10,,,,
20-Jul-14,2,5,Panicum_virgatum,0,,,,
20-Jul-14,2,5,Schizachyrium_scoparium,0,,,,
20-Jul-14,2,5,Symphyotrichum_patens,0,,,,
20-Jul-14,2,5,Cornus_drummondii,0,,,,
20-Jul-14,2,5,Lespedeza_repens,2,,,,
20-Jul-14,2,5,Brickellia_eupatorioides,0,,,,
20-Jul-14,2,5,Solidago_speciosa,0,,,,
20-Jul-14,2,5,Carex_gravida,5,,,,
20-Jul-14,2,5,Dichanthelium_acuminatum ,0,,,,
20-Jul-14,2,5,Physalis_virginiana,0,,,,
20-Jul-14,2,5,Lespedeza_virginica,0,,,,
20-Jul-14,2,5,Stenaria_hedyotis_nigricans,0,,,,
20-Jul-14,2,5,Dalea_candida,0,,,,
